product_name,product_price,product_rating,order_info
XMWEALTHY Unisex Infant Swaddle Blankets Soft Thick Fleece Knit Baby Girls Boys Stroller Wraps Newborn Baby Accessory Light Pink,"23
","4.6 out of 5 stars
                       









                      219",100+ bought in past month
"Baby Swaddle Set Newborn - Receiving Headband Blankets and Bow Hat,Newborn Essentials, Soft Nursery Swaddling Blankets，Stretchy Baby Blankets for Girls and Boys Unisex(Light Brown)","17
","4.3 out of 5 stars
                       









                      1,753",1K+ bought in past month
"ADOVEL Baby Bassinet Bedside Crib, Pack and Play with Mattress, Diaper Changer and Playards from Newborn to Toddles, Grey",198,"4.7 out of 5 stars
                     









                    741",3K+ bought in past month
"Toy Straps for Baby,RTMOK 4pcs Silicone Setpacifier Clip,Applies to Car Seat Toy,Teether Toy,High Chair,Stroller Accessories,Baby Toy Clips,Cribs,Rocking Chair,Silicone Pacifier Clip","7
 ","4.7 out of 5 stars
                     









                    5,671",50+ bought in past month
"2-Pack Baby Silicone Bibs, Waterproof, Easy Wipe Silicone Bib for Babies, Toddlers, Baby Feeding Bibs with Large Food Catcher Pocket, Travel Bibs for Baby Girl, Boy, Food Grade BPA Free (Cloud Nine)","11
","4.6 out of 5 stars
                     









                    46,714",10K+ bought in past month
AMACOOL Battery Operated Stroller Fan Flexible Tripod Clip On Fan with 3 Speeds and Rotatable Handheld Personal Fan for Car Seat Crib Bike Treadmill (Black),"29
","4.8 out of 5 stars
                     









                    50,038",3K+ bought in past month
"Baby Wipes, Pampers Sensitive Water Based Baby Diaper Wipes, Hypoallergenic and Unscented, 8 Pop-Top Packs with 4 Refill Packs for Dispenser Tub, 864 Total Wipes (Packaging May Vary)","15
","4.8 out of 5 stars
                       









                      2,755",100+ bought in past month
"Prohouse 40 PCS Baby Girl Hair Clips, Hair Bows for Girls Toddler Babies Kids Baby, Alligator Clip Hair Accessories","19
","4.4 out of 5 stars
                       









                      15,016",3K+ bought in past month
"HOFISH Maternity Nursing Bra for Breastfeeding Pregnancy Wireless Bralette with Pads, Extenders & Clips 3PACK S-XXL","16
","3.7 out of 5 stars
                       









                      7",1K+ bought in past month
"Airplane Footrest Seat Extender for Kids: GEMGO Toddler Airplane Travel Bed, Portable Foot Rest Hammock for Flights - Leg Rest for Baby to Lie Down on Plane Travel Accessories","17
","4.4 out of 5 stars
                       









                      449",1K+ bought in past month
"Accmor Hanging Baby Diaper Caddy Organizer, Diaper Stacker, Baby Crib Hanging Classified Storage Bag Organizer for Changing Table, Crib, Playard or Wall & Nursery Organization, White","39
","4.8 out of 5 stars
                     









                    23,930",1K+ bought in past month
"hiccapop OmniBoost Travel Booster Seat with Tray for Baby, Dining Table, Camping, Beach, Grandma’s | Folding Portable Tip-Free Design Straps to Kitchen Chairs","11
","4.4 out of 5 stars
                     









                    8,093",1K+ bought in past month
"ONE PIX Backseat Car Organizer Mats Back Seat Organizers and Storage Bag with Touch Screen Tablet Holder for Kids Toddlers Car Seats, Travel Accessories, Road Trip Essentials Kids","85
","4.8 out of 5 stars
                     









                    9,765",1K+ bought in past month
"Fisher-Price Baby Portable Bassinet and Play Space On-the-Go Baby Dome with Developmental Toys and Canopy, Windmill","9
 ","4.8 out of 5 stars
                     









                    11,124",3K+ bought in past month
"8 Pack Large Burp Cloths for Baby - 20"" by 10"" Ultra Absorbent Burping Cloth, Washcloths, Newborn Towel - Milk Spit Up Rags Burp Clothes for Unisex, Boy, Girl (White)","12
","4.8 out of 5 stars
                     









                    23,854",8K+ bought in past month
Touched by Nature Unisex Baby Organic Cotton Socks,"10
","4.8 out of 5 stars
                     









                    13,823",1K+ bought in past month
Hudson Baby Unisex Baby Plush Animal Face Bathrobe,"23
","4.8 out of 5 stars
                     









                    28,753",100+ bought in past month
"iPlay, iLearn 10pcs Baby Rattles Toys Set, Infant Grab N Shake Rattle, Sensory Teether, Development Learning Music Toy, Newborn First Birthday Gifts for 0 1 2 3 4 5 6 7 8 9 10 12 Month Babies Boy Girl","16
","4.6 out of 5 stars
                     









                    7,959",1K+ bought in past month
"b&h Digital Baby Thermometer, The Infant Baby Bath Floating Toy Safety Temperature Water Thermometer (Classic Duck)","15
","4.2 out of 5 stars
                     









                    63",6K+ bought in past month
Baby Spiral Hanging Stroller and Car Seat Toys for Babies 0-6 Months Newborn Plush Activity Toys for Bed Bassinet Crib Baby Carrier Gifts (Bee),"22
","4.5 out of 5 stars
                     









                    20,275",1K+ bought in past month
"Rechargeable Baby Nail File, Fansidi Electric Baby Nail Trimmer for Newborn Infant or Toddler Toenail and Fingernail - Girls and Boys Accessory - Extra Replacement Pads Included (Pink)","12
","4.4 out of 5 stars
                     









                    6,350",1K+ bought in past month
"Burt's Bees Baby Baby Girls' Mittens, No-Scratch Mitts, 100% Organic Cotton, Set of 3","10
","4.8 out of 5 stars
                     









                    12,250",3K+ bought in past month
Hudson Baby Unisex Baby Cotton Terry Drooler Bibs With Fiber Filling,"32
","4.8 out of 5 stars
                     









                    36,864",700+ bought in past month
Zaples Baby Non Slip Grip Ankle Socks with Non Skid Soles for Infants Toddlers Kids Boys Girls,"15
","4.6 out of 5 stars
                     









                    1,409",300+ bought in past month
"Gaiatop Baby Stroller Fan, 4000mAh Oscillating Mini Portable Fan with Lights, 4 Speeds Battery Operated 360° Rotate Flexible Tripod Small Clip On Handheld Desk Fan for Car Seat Crib Travel Black","17
","4.8 out of 5 stars
                     









                    42",900+ bought in past month
"Baby Hair Clips, 42PCS 2"" Fully Lined Hair Bows for Girls, Toddler Hair Accessories for Girls, Alligator Hair Clips for Girls Toddlers Baby Kids Teens (21 Colors in Pairs)","5
 ","4.6 out of 5 stars
                     









                    15,006",3K+ bought in past month
"Exquisite Buggy My Sweet Baby Disappearing Magic Bottles - Includes 1 Milk, 1 Juice Bottle with Pacifier for Baby Doll (Colorful)","7
 ","4.6 out of 5 stars
                     









                    32",300+ bought in past month
"The Peanutshell 7 in 1 Baby Play Gym, Activity Center and Tummy Time Mat, Woodland Animals","49
","4.5 out of 5 stars
                     









                    365",50+ bought in past month
2 Pack Ultra Warm Sherpa Plush Baby Sleeping Swaddle Wrap - Newborn Essentials Must Haves for 0-6 Months - Baby Shower Registry Search Gifts for Boys Girls - Baby Stuff Accessories (Grey and White),"18
","4.5 out of 5 stars
                     









                    3,038",50+ bought in past month
Elesa Miracle 60pcs Baby Girl Mini Hair Claw Clips Flower Hair Bangs Pin Baby Girl Hair Accessories Clips,"6
 ","4.8 out of 5 stars
                     









                    3,679",1K+ bought in past month
"HAILI XMGQ Baby Teething Toys, Silicone Baby Teether Freezer BPA Free, Soothe Babies Teething Relief Sore Gums, Banana Finger Toothbrush, Fruit Shape Giraffe Teether Set for Infant Boys and Girls","9
 ","4.0 out of 5 stars
                     









                    2,088",800+ bought in past month
Head Support for Stroller Car Seat - Head Band Strap Headrest for Sleeping Traveling for Toddler Kids Children Child Baby Infant,"5
 ","4.8 out of 5 stars
                     









                    665",4K+ bought in past month
"Tetthing Toys for Babies 0-6 Months - Baby Teething Toys - Never Drop Silicone Nipple Like Baby Teether & Infant Toys - Teethers for Babies 0-6 Months - Motor Skill, Gum & Teeth Development (Gray)","5
 ","4.8 out of 5 stars
                     









                    24,237",3K+ bought in past month
Gerber baby-girls 8-pack Short Sleeve Onesies Bodysuits,"19
","4.4 out of 5 stars
                     









                    509",3K+ bought in past month
"Glad For Kids Disposable Paper Bibs, 30 Ct - Disposable Bibs - Travel Bibs For Kids, Disposable Kids Bibs With Crumb Catcher","9
 ","4.7 out of 5 stars
                     









                    35,380",3K+ bought in past month
"Simple Joys by Carter's Unisex Babies' Muslin burp cloths, Pack of 7, Grey/White/Black, One Size","23
","4.8 out of 5 stars
                     









                    11,472",2K+ bought in past month
"Baby Hair Clips CELLOT 50PCS Baby Girls Fully Lined Baby Bows Hair Pins Tiny 2"" Hair Bows Alligator Clips for Baby Girls Infants Toddlers in Pairs","12
","4.7 out of 5 stars
                     









                    1,381",1K+ bought in past month
"Itzy Ritzy Spiral Car Seat & Stroller Activity Toy; Includes Clinking Rings, Mirror and Textured Ribbons; Rainbow","24
","4.7 out of 5 stars
                     









                    14,428",20K+ bought in past month
Outlet Covers Baby Proofing (50 Pack) Safe & Secure Electric Plug Protectors | Sturdy Childproof Socket Covers for Home & Office | Easy Installation | Protect Toddlers & Babies | White,"7
 ","4.7 out of 5 stars
                     









                    4,120",5K+ bought in past month
