product_name,product_price,product_rating,order_info
Doli Yearning Upgrade Baby Bath Thermometer Flamingo Room Temperature| Water Thermometer|Kids' Bathroom Safety Products| Baby Bath,"19
    ","Climate Pledge Friendly
                       


















                        Small Business
                       





















                     Climate Pledge Friendly
                    




                    Products with trusted sustainability certification(s).
                   

                    Learn more
                   



                    Product Certification (1)
                   













                     OEKO-TEX STANDARD 100
                    













                     Small Business
                    




                    Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.
                   

                    Learn more",4K+ bought in past month
"Burt's Bees Baby - Burp Cloths, 5-Pack Extra Absorbent 100% Organic Cotton Drool Cloths","6
     ","4.6 out of 5 stars
                     









                    2,215
                   





                  1K+ bought in past month",2K+ bought in past month
"Lupantte Baby Healthcare and Grooming Kit, 24 in 1 Baby Electric Nail Trimmer Set, Nursery Care Kit, Toddler Nail Clippers, Medicine Dispenser, Infant Comb, Brush, Baby Care Products","13
    ","Delivery
                  

                   Wed, Nov 22
                  




                  Ships to Nigeria",3K+ bought in past month
"Baby Sound Machine, Momcozy White Noise Machine for Baby Sleeping with Night Light, Toddler Sleep Trainer with 34 Soothing Sounds, Timer, App Remote Control, Personal Sleep Routine (Blue)","119
   ","4.6 out of 5 stars
                     









                    932
                   





                  4K+ bought in past month",200+ bought in past month
"Frida Baby Ultimate Baby Kit | The complete baby health & wellness, grooming, and teething kit","49
    ","Delivery
                  

                   Wed, Nov 22
                  




                  Ships to Nigeria",500+ bought in past month
"BEBECAN Teething Sticks for Babies 0-36 Months - Super Soft Silicone Teethers in 6 Vibrant Colors, Infant Teething Relief, Multicolored Teething Toys Baby Gift Teethers for Babies 6-12 Months","19
    ","4.2 out of 5 stars
                     









                    110
                   





                  400+ bought in past month",600+ bought in past month
"Smily Mia Teething Toys for Babies 0-6 Months, Silicone Never-Drop Penguin Teethers for Babies, Hand Pacifier for Sucking Babies, Best Toy for Teething Baby, Teething Mitten for New Born, Grey","13
    ","Delivery
                  

                   Tue, Nov 7
                  




                  Ships to Nigeria",500+ bought in past month
"Orighty Baby Washcloths 50-Pack, Microfiber Coral Fleece Baby Face Towels, Soft and Absorbent Wash Cloths for Newborns, Infants and Toddlers, Gentle on Delicate Skin for Face Hands and Body, 7x9 Inch","15
    ","Small Business
                       





















                     Small Business
                    




                    Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.
                   

                    Learn more",100+ bought in past month
"Aveeno Baby Calming Comfort Bath & Lotion Set, Nighttime Baby Skin Care Products with Natural Oat, Lavender & Vanilla Scents, Paraben-, Phthalate- & Phenoxyethanol-Free, 2 Items","28
    ","4.7 out of 5 stars
                     









                    226
                   





                  500+ bought in past month",10K+ bought in past month
"Miraloop Teething Toy for Baby 0-6, 12, 18 Months Infant, Jellydog Never Drop Food Grade Silicone Rocking Teether, Prevent Choking & Odorless, Less Dust and Hair Adhesion, Baby Gift, Mint Green","159
   ","Delivery
                  

                   Tue, Nov 7
                  




                  Ships to Nigeria",400+ bought in past month
"Ubbi Vertical Baby Bottle Drying Rack, Space Saving Countertop Drying Rack Baby Accessory, Taupe","39
    ","Small Business
                       





















                     Small Business
                    




                    Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.
                   

                    Learn more",1K+ bought in past month
"Jovow Baby Gym with Kick and Play Piano,Baby Play Mat Tummy Time Baby Activity Gym Mat with 5 Infant Learning Sensory for Baby, Music and Lights Boy or Girl Gifts for Newborn (Green)","99
    ","4.5 out of 5 stars
                     









                    418
                   





                  600+ bought in past month",700+ bought in past month
"ICOPUCA Shopping Cart Cover for Baby, 2 in 1 cart Cover for Babies N high Chair Cover, Padded Grocery cart seat Cover for Baby Girl boy, with 1” Thick/Removable/Reversible Cushion, Grey;","6
     ","Delivery
                  

                   Wed, Nov 22
                  




                  Ships to Nigeria",3K+ bought in past month
"AVEENO BABY Calming Comfort Bath with Relaxing Lavender & Vanilla Scents, Hypoallergenic & Tear-Free Formula, Paraben- & Phthalate-Free, 18 Fl Oz (Pack of 1)","9
     ","4.8 out of 5 stars
                     









                    9,766
                   





                  1K+ bought in past month",100+ bought in past month
Papablic Baby Bottle Electric Steam Sterilizer and Dryer,"15
    ","Delivery
                  

                   Thu, Nov 9
                  




                  Ships to Nigeria
                 




                   Only 7 left in stock - order soon.",800+ bought in past month
"3 in 1 Baby Booger Remover and Baby Ear Cleaner Tool Baby Nose Cleaner with Soft Silicone End Dual Ear Wax and Snot Remover Safe Nasal Picker for Newborns Infants & Toddlers, BPA Free","16
    ","4.3 out of 5 stars
                     









                    19,761
                   





                  8K+ bought in past month",1K+ bought in past month
BlueMello Baby Swaddle Blanket | Ultra-Soft Plush Essential for Infants 0-6 Months | Receiving Swaddling Wrap White | Ideal Newborn Registry and Toddler Boy Accessories | Perfect Baby Girl Shower Gift,"19
    ","Delivery
                  

                   Wed, Nov 22
                  




                  Ships to Nigeria",500+ bought in past month
"Baby Playpen 79”×71"" with Mat, Extra Large Play Pen for Babies and Toddlers, No Gap Baby Fence Area with Breathable Mesh, Safety Baby Gate Playpen","11
    ","Small Business
                       





















                     Small Business
                    




                    Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.
                   

                    Learn more",1K+ bought in past month
"MINIBOO Hooded Baby Towel - Ultra-Soft and Hypoallergenic Rayon from Bamboo Baby Towels for Newborns, Infants, and Toddlers - Super Absorbent Baby Bath Towels","19
    ","4.8 out of 5 stars
                       









                      274
                     





                    1K+ bought in past month",50+ bought in past month
Nuby Ice Gel Teether Keys,"30
    ","Delivery
                    

                     Wed, Nov 22
                    




                    Ships to Nigeria",7K+ bought in past month
"GROWNSY Nasal Aspirator for Baby, Electric Nose Aspirator for Toddler, Baby Nose Sucker, Automatic Nose Cleaner with 3 Silicone Tips, Adjustable Suctions, Music and Light Soothing Function (Blue)","28
    ","4.5 out of 5 stars
                       









                      137",3K+ bought in past month
"Lictin Baby Healthcare and Grooming Kit, 26 in 1 Rechargeable Nail Trimmer Electric Set,Safe File with Auto Light, Newborn Nursery Health Care Portable Safety Set for Infant Toddlers Boys Girls, Grey","29
    ","Delivery
                    

                     Wed, Nov 22
                    




                    Ships to Nigeria",10K+ bought in past month
"YIVEKO Baby Nail Kit, 4-in-1 Baby Nail Care Set with Cute Case, Baby Nail Clippers, Scissors, Nail File & Tweezers, Baby Manicure Kit and Pedicure kit for Newborn, Infant, Toddler, Kids-Owl Green","11
    ","4.6 out of 5 stars
                       









                      79
                     





                    50+ bought in past month",500+ bought in past month
"Nasal Aspirator for Baby, MOMYMUST Electric Baby Nose Cleaner with Self-Cleaning Function, Baby Nasal Aspirator with 3 Levels of Suction, Music and Light, 2 Nose-Tips, 60 Days Use Time","69
    ","Delivery
                    

                     Wed, Nov 22
                    




                    Ships to Nigeria",1K+ bought in past month
"UnbuckleMe Car Seat Buckle Release Tool - Easy Opener Aid for Arthritis, Long Nails, Older Kids - Button Pusher for Infant, Toddler, Convertible 5 pt Harness car Seats - As Seen on Shark Tank (Lime)","7
     ","4.7 out of 5 stars
                       









                      1,280
                     





                    200+ bought in past month",100+ bought in past month
"Orighty Muslin Baby Washcloths Pack of 6 - Soft Face Cloths for Newborn, Absorbent Baby Bath and Face Towels, 100% Cotton Baby Wipes, Burp Cloths, Feeding Towels for Babies and Infants - 10 x 10’’","9
     ","Delivery
                    

                     Wed, Nov 22
                    




                    Ships to Nigeria",500+ bought in past month
"Spotted Play 12 Pack Baby Washcloths - Extra Absorbent and Soft Wash Clothes for Newborns, Infants and Toddlers - Suitable for Baby Skin and New Born - Microfiber Coral Fleece 12x12 Inches","18
    ","4.6 out of 5 stars
                     









                    3,965
                   





                  200+ bought in past month",10K+ bought in past month
"[60 Pcs] Little Fox Baby Oral Cleaner +2 Pcs Finger Toothbrush with Cases, Baby Tongue Cleaner, Newborn Toothbrush, Disposable Tongue and Gum Cleaner, Infant Oral Care and Cleaning for 0-36 Month Baby","129
   ","Delivery
                  

                   Wed, Nov 22
                  




                  Ships to Nigeria",1K+ bought in past month
"HAUTURE Baby Bottle Sterilizer and Dryer, 6-in-1 Electric Steam Sterilizer for Baby Bottles, Pacifier, Breast Pump- Touch Screen & Auto-Off Bottle Sanitizer, White","19
    ","4.8 out of 5 stars
                     









                    5,572
                   





                  4K+ bought in past month",600+ bought in past month
