product_name,product_price,product_rating,order_info
"RowinsyDD 32 Pack Glass Baby Food Storage Containers, 4 oz Leakproof Baby Food Jars with Lids, Small Glass Food Containers for Infant Baby Food, Freezer & Microwave Safe, BPA Free","26
","4.5 out of 5 stars
                       









                      780",2K+ bought in past month
"Baby Grooming Kit, Infant Safety Care Set with Baby Electric Nose Aspirator，Baby Hair Brush Comb Nail Clipper Nasal Aspirator Ear Cleaner,Baby Essentials Kit for Newborn Girls Boys (21 Pc Green Kit)","6
 ","4.8 out of 5 stars
                     









                    2,753",900+ bought in past month
"Bumco Baby Diaper Rash Cream Applicator - Baby Bum Brush Diaper Cream Spatula for Butt Paste Diaper Cream - Newborn Baby Essentials, Perfect for Baby Registry, Baby Shower Gifts - Gray","11
","4.8 out of 5 stars
                     









                    2,261",8K+ bought in past month
"Miraloop Teething Toy for Baby 0-6, 12, 18 Months Infant, Jellydog Never Drop Food Grade Silicone Rocking Teether, Prevent Choking & Odorless, Less Dust and Hair Adhesion, Baby Gift, Mint Green","21
","4.8 out of 5 stars
                     









                    17,443",800+ bought in past month
Safety 1st Deluxe 25-Piece Baby Healthcare and Grooming Kit (Arctic Blue),"15
","4.7 out of 5 stars
                     









                    2,954",4K+ bought in past month
"Orighty Baby Washcloths 50-Pack, Microfiber Coral Fleece Baby Face Towels, Soft and Absorbent Wash Cloths for Newborns, Infants and Toddlers, Gentle on Delicate Skin for Face Hands and Body, 7x9 Inch","33
","4.5 out of 5 stars
                       









                      240",100+ bought in past month
"Koalababy Large Flow Electric Nasal Aspirator, 2023 Newest Nose Sucker for Baby, Booger Sucker, Nose Cleaner for Toddlers with 3 Silicone Tips, 3 Suction Levels, Music & Light Soothing Function",129,"4.2 out of 5 stars
                       









                      228",100+ bought in past month
"Baby Playpen 79”×71"" with Mat, Extra Large Play Pen for Babies and Toddlers, No Gap Baby Fence Area with Breathable Mesh, Safety Baby Gate Playpen","59
","4.3 out of 5 stars
                       









                      8",100+ bought in past month
"5 in 1 Thick and Plush Play Gym, Tummy Time Mat, Play Mat for Babies and Toddlers, Activity Gym, Baby Activity Center from Baby to Toddler, Ball Pit, Soft Plush Pet Bed, with 5 Toys(Beige)","39
","4.3 out of 5 stars
                       









                      70",200+ bought in past month
"iHealth Digital Ear Thermometer, Fast, Accurate, Gentle Results in 1 Second, Infrared, Pre-Warmed Tip with 21 Disposable Lens Filters & Organizer Case for Kids, Babies, Toddlers & Adults Home Use PT5","6
 ","4.8 out of 5 stars
                     









                    4,755",1K+ bought in past month
"BEBECAN Teething Sticks for Babies 0-36 Months - Super Soft Silicone Teethers in 6 Vibrant Colors, Infant Teething Relief, Multicolored Teething Toys Baby Gift Teethers for Babies 6-12 Months","19
","4.7 out of 5 stars
                     









                    128",2K+ bought in past month
"Sense-U Organic Baby Swaddle Sleep Sacks - Floral Design, Ergonomic Design, Soft & Cozy Newborn Infant Adjustable Swaddle Blanket Wrap (0-3 Months)","3
 ","4.5 out of 5 stars
                     









                    39",50+ bought in past month
"Baby Bath Brush, JEXCULL Baby Cradle Cap Brush for Babies Newborns Premium Silicone Baby Scalp Scrubber Massage Exfoliator Brush Multifunctional Baby Bath Essentials","15
","4.8 out of 5 stars
                     









                    1,727",10K+ bought in past month
"LaPettieCo Handmade Baby Headbands Stretchy Nylon Headband with Bows for Infant Baby Toddler Girls- Pack of 10, Colorful, 5 x 5 x 0.7 inches","15
","4.6 out of 5 stars
                     









                    8,221",500+ bought in past month
"Baby Bath Books, Nontoxic Fabric Soft Baby Cloth Books, Early Education Toys, Waterproof Baby Books for Toddler, Infants Perfect Shower Toys, Kids Bath Toys Birthday Gift (Pack of 8)","49
","4.8 out of 5 stars
                     









                    24",600+ bought in past month
"Baby Play Mat Activity Gym - Tummy Time Mat for Babies 0-6 Months with 15 Activities, Machine Washable, 850 X 760mm Floor Play Space - Ideal for Infant Development & Baby Shower Gifts","4
 ","4.7 out of 5 stars
                     









                    104,064",100+ bought in past month
Nuby Ice Gel Teether Keys,"25
","4.4 out of 5 stars
                     









                    344",10K+ bought in past month
"Nasal Aspirator for Baby, MOMYMUST Electric Baby Nose Cleaner with Self-Cleaning Function, Baby Nasal Aspirator with 3 Levels of Suction, Music and Light, 2 Nose-Tips, 60 Days Use Time","30
","4.4 out of 5 stars
                     









                    311",1K+ bought in past month
"Jovow Baby Gym with Kick and Play Piano,Baby Play Mat Tummy Time Baby Activity Gym Mat with 5 Infant Learning Sensory for Baby, Music and Lights Boy or Girl Gifts for Newborn (Green)",129,"4.2 out of 5 stars
                     









                    228",300+ bought in past month
"Baby Playpen 79”×71"" with Mat, Extra Large Play Pen for Babies and Toddlers, No Gap Baby Fence Area with Breathable Mesh, Safety Baby Gate Playpen","39
","4.4 out of 5 stars
                     









                    2,658",500+ bought in past month
"Baby Sound Machine, Momcozy White Noise Machine for Baby Sleeping with Night Light, Toddler Sleep Trainer with 34 Soothing Sounds, Timer, App Remote Control, Personal Sleep Routine (Blue)","18
","4.7 out of 5 stars
                     









                    4,736",1K+ bought in past month
BlueMello Baby Swaddle Blanket | Ultra-Soft Plush Essential for Infants 0-6 Months | Receiving Swaddling Wrap White | Ideal Newborn Registry and Toddler Boy Accessories | Perfect Baby Girl Shower Gift,117,"4.6 out of 5 stars
                     









                    3,963",3K+ bought in past month
"Amazon Basics Portable Foldable Photo Studio Box with LED Light, 1 Count (Pack of 1), Black, 25 x 30 x 25 Inches","19
","4.8 out of 5 stars
                     









                    1,577",700+ bought in past month
"MINIBOO Rayon from Bamboo Hooded Baby Towel – Ultra Soft and Super Absorbent Baby Bath Towels for Newborns, Infants and Toddlers – Suitable as Baby Gifts","42
","4.3 out of 5 stars
                     









                    11,200",400+ bought in past month
"GROWNSY Nasal Aspirator for Baby, Electric Nose Aspirator for Toddler, Baby Nose Sucker, Automatic Nose Cleaner with 3 Silicone Tips, Adjustable Suctions, Music and Light Soothing Function (Blue)","16
","4.8 out of 5 stars
                     









                    9,664",3K+ bought in past month
"Aveeno Baby Calming Comfort Bath & Lotion Set, Nighttime Baby Skin Care Products with Natural Oat, Lavender & Vanilla Scents, Paraben-, Phthalate- & Phenoxyethanol-Free, 2 Items","9
 ","4.5 out of 5 stars
                     









                    432",10K+ bought in past month
"POPYJAN Baby Healthcare and Grooming Kit for Newborn Kids, 36PCS Upgraded Safety Care Kit, Nursery Health Set, Products Blue-18pcs","99
","4.8 out of 5 stars
                     









                    2,217",3K+ bought in past month
"Frida Baby Ultimate Baby Kit | The complete baby health & wellness, grooming, and teething kit","69
","4.7 out of 5 stars
                     









                    11,783",1K+ bought in past month
Papablic Baby Bottle Electric Steam Sterilizer and Dryer,"49
","4.4 out of 5 stars
                     









                    25",2K+ bought in past month
"Portable Bottle Warmer Set, Little Bo Baby Portable Warmer with Baby Bottle and Adapter Travel Bottle Warmer for Breastmilk and Formula Bottle Warmer Digital Display Perfect","9
 ","4.8 out of 5 stars
                     









                    29,756",1K+ bought in past month
"Synrroe Muslin Burp Cloths 4 Pack Large 20"" by 10"" 100% Cotton 6 Layers Extra Absorbent and Soft","13
","4.4 out of 5 stars
                     









                    3,827",1K+ bought in past month
"10 Pieces Cabinet Locks for Babies, U-Shaped Proofing Drawers Safety Child Locks Adjustable, Easy to Use Childproof Latch for Knob Handle on Kitchen Door Storage Cupboard Closet Dresser (White)","9
 ","4.7 out of 5 stars
                     









                    6,334",800+ bought in past month
"YIVEKO Baby Nail Kit, 4-in-1 Baby Nail Care Set with Cute Case, Baby Nail Clippers, Scissors, Nail File & Tweezers, Baby Manicure Kit and Pedicure kit for Newborn, Infant, Toddler, Kids-Owl Green","24
","4.6 out of 5 stars
                     









                    7,727",1K+ bought in past month
"Homedics MyBaby SoundSpa Lullaby Sound Machine & Projector – Baby Sleep Machine Plays 6 Sounds & Lullabies, Projects Soothing Images - Auto-Off Timer Perfect for Naptime, Adjustable White Noise Volume","28
","4.8 out of 5 stars
                     









                    16,519",1K+ bought in past month
"Simple Joys by Carter's Unisex Babies' Cotton Sleeper Gown, Pack of 3","9
 ","4.5 out of 5 stars
                     









                    17,579",900+ bought in past month
Corner Protectors Guards - Furniture Corner Guard & Edge Safety Bumpers - Baby Proof Bumper & Cushion to Cover Sharp Furniture & Table Edges - Clear and Transparent - (12 Pack),"25
","4.8 out of 5 stars
                     









                    8,880",6K+ bought in past month
