product_name,product_price,product_rating,order_info
"Bumco Baby Diaper Rash Cream Applicator - Baby Bum Brush Diaper Cream Spatula for Butt Paste Diaper Cream - Newborn Baby Essentials, Perfect for Baby Registry, Baby Shower Gifts - Gray","11
","4.8 out of 5 stars
                     









                    2,261",900+ bought in past month
"Miraloop Teething Toy for Baby 0-6, 12, 18 Months Infant, Jellydog Never Drop Food Grade Silicone Rocking Teether, Prevent Choking & Odorless, Less Dust and Hair Adhesion, Baby Gift, Mint Green","21
","4.8 out of 5 stars
                     









                    17,443",8K+ bought in past month
Safety 1st Deluxe 25-Piece Baby Healthcare and Grooming Kit (Arctic Blue),"6
 ","4.8 out of 5 stars
                     









                    4,755",100+ bought in past month
"BEBECAN Teething Sticks for Babies 0-36 Months - Super Soft Silicone Teethers in 6 Vibrant Colors, Infant Teething Relief, Multicolored Teething Toys Baby Gift Teethers for Babies 6-12 Months","39
","4.3 out of 5 stars
                       









                      70",400+ bought in past month
"iHealth Digital Ear Thermometer, Fast, Accurate, Gentle Results in 1 Second, Infrared, Pre-Warmed Tip with 21 Disposable Lens Filters & Organizer Case for Kids, Babies, Toddlers & Adults Home Use PT5","89
","4.6 out of 5 stars
                       









                      16",800+ bought in past month
"Jimglo Baby Bouncer, Portable Infant Bouncer Seat for Babies, Newborn Bouncy with Mesh, Foldable, Pink",104,"4.7 out of 5 stars
                       









                      1,151",100+ bought in past month
Pamo Babe Portable Crib for Baby Nursery Center Playard Baby Playpen Travel Crib Diaper Changer with Mattress,"89
","4.7 out of 5 stars
                       









                      79",3K+ bought in past month
"Baby Changing Table with Wheels, Maydolly Portable Adjustable Height Folding Diaper Station with Nursery Organizer & Storage Rack for Newborn Baby and Infant (Dark Grey)","15
","4.7 out of 5 stars
                     









                    2,954",200+ bought in past month
"Orighty Baby Washcloths 50-Pack, Microfiber Coral Fleece Baby Face Towels, Soft and Absorbent Wash Cloths for Newborns, Infants and Toddlers, Gentle on Delicate Skin for Face Hands and Body, 7x9 Inch","19
","4.7 out of 5 stars
                     









                    128",1K+ bought in past month
"Sense-U Organic Baby Swaddle Sleep Sacks - Floral Design, Ergonomic Design, Soft & Cozy Newborn Infant Adjustable Swaddle Blanket Wrap (0-3 Months)","13
","4.4 out of 5 stars
                     









                    5,652",2K+ bought in past month
Munchkin® Shhh…™ Portable Baby Sleep Soother White Noise Sound Machine and Night Light,"3
 ","4.5 out of 5 stars
                     









                    39",10K+ bought in past month
"Baby Bath Brush, JEXCULL Baby Cradle Cap Brush for Babies Newborns Premium Silicone Baby Scalp Scrubber Massage Exfoliator Brush Multifunctional Baby Bath Essentials","15
","4.8 out of 5 stars
                     









                    1,727",500+ bought in past month
"LaPettieCo Handmade Baby Headbands Stretchy Nylon Headband with Bows for Infant Baby Toddler Girls- Pack of 10, Colorful, 5 x 5 x 0.7 inches","15
","4.6 out of 5 stars
                     









                    8,221",600+ bought in past month
"Baby Bath Books, Nontoxic Fabric Soft Baby Cloth Books, Early Education Toys, Waterproof Baby Books for Toddler, Infants Perfect Shower Toys, Kids Bath Toys Birthday Gift (Pack of 8)","4
 ","4.7 out of 5 stars
                     









                    104,063",100+ bought in past month
Nuby Ice Gel Teether Keys,"25
","4.4 out of 5 stars
                     









                    344",1K+ bought in past month
"Nasal Aspirator for Baby, MOMYMUST Electric Baby Nose Cleaner with Self-Cleaning Function, Baby Nasal Aspirator with 3 Levels of Suction, Music and Light, 2 Nose-Tips, 60 Days Use Time","30
","4.4 out of 5 stars
                     









                    311",500+ bought in past month
"Jovow Baby Gym with Kick and Play Piano,Baby Play Mat Tummy Time Baby Activity Gym Mat with 5 Infant Learning Sensory for Baby, Music and Lights Boy or Girl Gifts for Newborn (Green)",129,"4.2 out of 5 stars
                     









                    228",300+ bought in past month
"Baby Playpen 79”×71"" with Mat, Extra Large Play Pen for Babies and Toddlers, No Gap Baby Fence Area with Breathable Mesh, Safety Baby Gate Playpen","18
","4.7 out of 5 stars
                     









                    4,736",1K+ bought in past month
BlueMello Baby Swaddle Blanket | Ultra-Soft Plush Essential for Infants 0-6 Months | Receiving Swaddling Wrap White | Ideal Newborn Registry and Toddler Boy Accessories | Perfect Baby Girl Shower Gift,"19
","4.8 out of 5 stars
                     









                    1,577",10K+ bought in past month
"MINIBOO Rayon from Bamboo Hooded Baby Towel – Ultra Soft and Super Absorbent Baby Bath Towels for Newborns, Infants and Toddlers – Suitable as Baby Gifts",117,"4.6 out of 5 stars
                     









                    3,963",3K+ bought in past month
"Amazon Basics Portable Foldable Photo Studio Box with LED Light, 1 Count (Pack of 1), Black, 25 x 30 x 25 Inches","42
","4.3 out of 5 stars
                     









                    11,200",700+ bought in past month
"GROWNSY Nasal Aspirator for Baby, Electric Nose Aspirator for Toddler, Baby Nose Sucker, Automatic Nose Cleaner with 3 Silicone Tips, Adjustable Suctions, Music and Light Soothing Function (Blue)","39
","4.4 out of 5 stars
                     









                    2,658",400+ bought in past month
"Baby Sound Machine, Momcozy White Noise Machine for Baby Sleeping with Night Light, Toddler Sleep Trainer with 34 Soothing Sounds, Timer, App Remote Control, Personal Sleep Routine (Blue)","16
","4.8 out of 5 stars
                     









                    9,664",3K+ bought in past month
"Aveeno Baby Calming Comfort Bath & Lotion Set, Nighttime Baby Skin Care Products with Natural Oat, Lavender & Vanilla Scents, Paraben-, Phthalate- & Phenoxyethanol-Free, 2 Items","9
 ","4.5 out of 5 stars
                     









                    432",10K+ bought in past month
"POPYJAN Baby Healthcare and Grooming Kit for Newborn Kids, 36PCS Upgraded Safety Care Kit, Nursery Health Set, Products Blue-18pcs","99
","4.8 out of 5 stars
                     









                    2,217",3K+ bought in past month
"Frida Baby Ultimate Baby Kit | The complete baby health & wellness, grooming, and teething kit","69
","4.7 out of 5 stars
                     









                    11,783",1K+ bought in past month
Papablic Baby Bottle Electric Steam Sterilizer and Dryer,"9
 ","4.8 out of 5 stars
                     









                    29,756",2K+ bought in past month
"Synrroe Muslin Burp Cloths 4 Pack Large 20"" by 10"" 100% Cotton 6 Layers Extra Absorbent and Soft","13
","4.4 out of 5 stars
                     









                    3,827",1K+ bought in past month
"10 Pieces Cabinet Locks for Babies, U-Shaped Proofing Drawers Safety Child Locks Adjustable, Easy to Use Childproof Latch for Knob Handle on Kitchen Door Storage Cupboard Closet Dresser (White)","9
 ","4.7 out of 5 stars
                     









                    6,333",800+ bought in past month
"YIVEKO Baby Nail Kit, 4-in-1 Baby Nail Care Set with Cute Case, Baby Nail Clippers, Scissors, Nail File & Tweezers, Baby Manicure Kit and Pedicure kit for Newborn, Infant, Toddler, Kids-Owl Green","29
","4.6 out of 5 stars
                     









                    7,727",1K+ bought in past month
"Homedics MyBaby SoundSpa Lullaby Sound Machine & Projector – Baby Sleep Machine Plays 6 Sounds & Lullabies, Projects Soothing Images - Auto-Off Timer Perfect for Naptime, Adjustable White Noise Volume","9
 ","4.5 out of 5 stars
                     









                    17,579",1K+ bought in past month
Corner Protectors Guards - Furniture Corner Guard & Edge Safety Bumpers - Baby Proof Bumper & Cushion to Cover Sharp Furniture & Table Edges - Clear and Transparent - (12 Pack),"25
","4.8 out of 5 stars
                     









                    8,880",900+ bought in past month
"Simple Joys by Carter's Unisex Babies' Cotton Footed Sleep and Play, Pack of 3","9
 ","4.7 out of 5 stars
                     









                    29,334",6K+ bought in past month
"Smily Mia Teething Toys for Babies 0-6 Months, Silicone Never-Drop Penguin Teethers for Babies, Hand Pacifier for Sucking Babies, Best Toy for Teething Baby, Teething Mitten for New Born, Grey","9
 ","4.6 out of 5 stars
                     









                    1,517",1K+ bought in past month
"[60 Pcs] Little Fox Baby Oral Cleaner +2 Pcs Finger Toothbrush with Cases, Baby Tongue Cleaner, Newborn Toothbrush, Disposable Tongue and Gum Cleaner, Infant Oral Care and Cleaning for 0-36 Month Baby","39
","4.5 out of 5 stars
                     









                    2,449",400+ bought in past month
"Little Dove Baby Play Gym, Wooden Play Gym with 6 Toys, Foldable Baby Gym Frame, Infant Activity Gym Hanging Bar, Newborn Gift Baby Girl and Boy Gym Montessori Toy","25
","4.6 out of 5 stars
                     









                    4,639",3K+ bought in past month
